year,County,Race_Ethnicity,leadingcause,Count,Annotation_Code,Annotation_Desc
2017,Napa,Non-Hispanic Asian,OTH,11,,
2017,Napa,Non-Hispanic Black/African-American,OTH,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Multi-Race,OTH,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Other/Unknown,OTH,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,0,,
2017,Napa,Non-Hispanic White,OTH,268,,
2017,Napa,Hispanic,PNF,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Asian,PNF,0,,
2017,Napa,Non-Hispanic Black/African-American,PNF,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Multi-Race,PNF,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Native American/Alaskan Native,PNF,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Other/Unknown,PNF,0,,
2017,Napa,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2017,Napa,Non-Hispanic White,PNF,22,,
2017,Napa,Hispanic,STK,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Asian,STK,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Black/African-American,STK,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Multi-Race,STK,0,,
2017,Napa,Non-Hispanic Native American/Alaskan Native,STK,0,,
2017,Napa,Non-Hispanic Other/Unknown,STK,0,,
2017,Napa,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic White,STK,77,,
2017,Napa,Hispanic,SUI,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Asian,SUI,,1,Cell suppressed for small numbers
2017,Napa,Non-Hispanic Black/African-American,SUI,0,,
2017,Napa,Non-Hispanic Multi-Race,SUI,0,,
2017,Napa,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2017,Napa,Non-Hispanic Other/Unknown,SUI,0,,
2017,Napa,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2017,Napa,Non-Hispanic White,SUI,13,,
2017,Nevada,Hispanic,ALZ,0,,
2017,Nevada,Non-Hispanic Asian,ALZ,0,,
2017,Nevada,Non-Hispanic Black/African-American,ALZ,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Multi-Race,ALZ,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,ALZ,0,,
2017,Nevada,Non-Hispanic Other/Unknown,ALZ,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,0,,
2017,Nevada,Non-Hispanic White,ALZ,37,,
2017,Nevada,Hispanic,CAN,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,CAN,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Black/African-American,CAN,0,,
2017,Nevada,Non-Hispanic Multi-Race,CAN,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Native American/Alaskan Native,CAN,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Other/Unknown,CAN,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic White,CAN,249,,
2017,Nevada,Hispanic,CLD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,CLD,0,,
2017,Nevada,Non-Hispanic Black/African-American,CLD,0,,
2017,Nevada,Non-Hispanic Multi-Race,CLD,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Other/Unknown,CLD,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,0,,
2017,Nevada,Non-Hispanic White,CLD,41,,
2017,Nevada,Hispanic,DIA,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,DIA,0,,
2017,Nevada,Non-Hispanic Black/African-American,DIA,0,,
2017,Nevada,Non-Hispanic Multi-Race,DIA,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,DIA,0,,
2017,Nevada,Non-Hispanic Other/Unknown,DIA,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,0,,
2017,Nevada,Non-Hispanic White,DIA,26,,
2017,Nevada,Hispanic,HOM,0,,
2017,Nevada,Non-Hispanic Asian,HOM,0,,
2017,Nevada,Non-Hispanic Black/African-American,HOM,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Multi-Race,HOM,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2017,Nevada,Non-Hispanic Other/Unknown,HOM,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2017,Nevada,Non-Hispanic White,HOM,,1,Cell suppressed for small numbers
2017,Nevada,Hispanic,HTD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,HTD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Black/African-American,HTD,0,,
2017,Nevada,Non-Hispanic Multi-Race,HTD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Native American/Alaskan Native,HTD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Other/Unknown,HTD,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,0,,
2017,Nevada,Non-Hispanic White,HTD,234,,
2017,Nevada,Hispanic,HYP,0,,
2017,Nevada,Non-Hispanic Asian,HYP,0,,
2017,Nevada,Non-Hispanic Black/African-American,HYP,0,,
2017,Nevada,Non-Hispanic Multi-Race,HYP,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2017,Nevada,Non-Hispanic Other/Unknown,HYP,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,0,,
2017,Nevada,Non-Hispanic White,HYP,13,,
2017,Nevada,Hispanic,INJ,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,INJ,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Black/African-American,INJ,0,,
2017,Nevada,Non-Hispanic Multi-Race,INJ,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Other/Unknown,INJ,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,0,,
2017,Nevada,Non-Hispanic White,INJ,42,,
2017,Nevada,Hispanic,LIV,0,,
2017,Nevada,Non-Hispanic Asian,LIV,0,,
2017,Nevada,Non-Hispanic Black/African-American,LIV,0,,
2017,Nevada,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Native American/Alaskan Native,LIV,0,,
2017,Nevada,Non-Hispanic Other/Unknown,LIV,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,0,,
2017,Nevada,Non-Hispanic White,LIV,21,,
2017,Nevada,Hispanic,NEP,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,NEP,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Black/African-American,NEP,0,,
2017,Nevada,Non-Hispanic Multi-Race,NEP,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2017,Nevada,Non-Hispanic Other/Unknown,NEP,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2017,Nevada,Non-Hispanic White,NEP,13,,
2017,Nevada,Hispanic,OTH,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,OTH,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Black/African-American,OTH,0,,
2017,Nevada,Non-Hispanic Multi-Race,OTH,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Other/Unknown,OTH,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,0,,
2017,Nevada,Non-Hispanic White,OTH,202,,
2017,Nevada,Hispanic,PNF,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,PNF,0,,
2017,Nevada,Non-Hispanic Black/African-American,PNF,0,,
2017,Nevada,Non-Hispanic Multi-Race,PNF,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2017,Nevada,Non-Hispanic Other/Unknown,PNF,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2017,Nevada,Non-Hispanic White,PNF,29,,
2017,Nevada,Hispanic,STK,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,STK,0,,
2017,Nevada,Non-Hispanic Black/African-American,STK,0,,
2017,Nevada,Non-Hispanic Multi-Race,STK,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,STK,0,,
2017,Nevada,Non-Hispanic Other/Unknown,STK,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,STK,0,,
2017,Nevada,Non-Hispanic White,STK,51,,
2017,Nevada,Hispanic,SUI,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Asian,SUI,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Black/African-American,SUI,,1,Cell suppressed for small numbers
2017,Nevada,Non-Hispanic Multi-Race,SUI,0,,
2017,Nevada,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2017,Nevada,Non-Hispanic Other/Unknown,SUI,0,,
2017,Nevada,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2017,Nevada,Non-Hispanic White,SUI,15,,
2017,Orange,Hispanic,ALZ,154,,
2017,Orange,Non-Hispanic Asian,ALZ,174,,
2017,Orange,Non-Hispanic Black/African-American,ALZ,26,,
2017,Orange,Non-Hispanic Multi-Race,ALZ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,ALZ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,ALZ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,ALZ,1124,,
2017,Orange,Hispanic,CAN,782,,
2017,Orange,Non-Hispanic Asian,CAN,799,,
2017,Orange,Non-Hispanic Black/African-American,CAN,93,,
2017,Orange,Non-Hispanic Multi-Race,CAN,49,,
2017,Orange,Non-Hispanic Native American/Alaskan Native,CAN,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,CAN,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,14,,
2017,Orange,Non-Hispanic White,CAN,3113,,
2017,Orange,Hispanic,CLD,82,,
2017,Orange,Non-Hispanic Asian,CLD,112,,
2017,Orange,Non-Hispanic Black/African-American,CLD,14,,
2017,Orange,Non-Hispanic Multi-Race,CLD,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,CLD,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,CLD,827,,
2017,Orange,Hispanic,DIA,146,,
2017,Orange,Non-Hispanic Asian,DIA,117,,
2017,Orange,Non-Hispanic Black/African-American,DIA,14,,
2017,Orange,Non-Hispanic Multi-Race,DIA,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,DIA,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,DIA,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,DIA,243,,
2017,Orange,Hispanic,HOM,39,,
2017,Orange,Non-Hispanic Asian,HOM,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Black/African-American,HOM,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Multi-Race,HOM,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2017,Orange,Non-Hispanic Other/Unknown,HOM,0,,
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,HOM,17,,
2017,Orange,Hispanic,HTD,699,,
2017,Orange,Non-Hispanic Asian,HTD,631,,
2017,Orange,Non-Hispanic Black/African-American,HTD,56,,
2017,Orange,Non-Hispanic Multi-Race,HTD,32,,
2017,Orange,Non-Hispanic Native American/Alaskan Native,HTD,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,HTD,20,,
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,13,,
2017,Orange,Non-Hispanic White,HTD,3580,,
2017,Orange,Hispanic,HYP,53,,
2017,Orange,Non-Hispanic Asian,HYP,72,,
2017,Orange,Non-Hispanic Black/African-American,HYP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Multi-Race,HYP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2017,Orange,Non-Hispanic Other/Unknown,HYP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,HYP,206,,
2017,Orange,Hispanic,INJ,243,,
2017,Orange,Non-Hispanic Asian,INJ,104,,
2017,Orange,Non-Hispanic Black/African-American,INJ,24,,
2017,Orange,Non-Hispanic Multi-Race,INJ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,INJ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,INJ,594,,
2017,Orange,Hispanic,LIV,140,,
2017,Orange,Non-Hispanic Asian,LIV,30,,
2017,Orange,Non-Hispanic Black/African-American,LIV,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,LIV,0,,
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,0,,
2017,Orange,Non-Hispanic White,LIV,232,,
2017,Orange,Hispanic,NEP,72,,
2017,Orange,Non-Hispanic Asian,NEP,59,,
2017,Orange,Non-Hispanic Black/African-American,NEP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Multi-Race,NEP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,NEP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,NEP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,NEP,206,,
2017,Orange,Hispanic,OTH,583,,
2017,Orange,Non-Hispanic Asian,OTH,463,,
2017,Orange,Non-Hispanic Black/African-American,OTH,57,,
2017,Orange,Non-Hispanic Multi-Race,OTH,22,,
2017,Orange,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,OTH,12,,
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,OTH,2169,,
2017,Orange,Hispanic,PNF,84,,
2017,Orange,Non-Hispanic Asian,PNF,113,,
2017,Orange,Non-Hispanic Black/African-American,PNF,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Multi-Race,PNF,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,PNF,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,PNF,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2017,Orange,Non-Hispanic White,PNF,366,,
2017,Orange,Hispanic,STK,240,,
2017,Orange,Non-Hispanic Asian,STK,272,,
2017,Orange,Non-Hispanic Black/African-American,STK,21,,
2017,Orange,Non-Hispanic Multi-Race,STK,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,STK,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,STK,953,,
2017,Orange,Hispanic,SUI,54,,
2017,Orange,Non-Hispanic Asian,SUI,35,,
2017,Orange,Non-Hispanic Black/African-American,SUI,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Multi-Race,SUI,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Native American/Alaskan Native,SUI,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Other/Unknown,SUI,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,,1,Cell suppressed for small numbers
2017,Orange,Non-Hispanic White,SUI,215,,
2017,Placer,Hispanic,ALZ,13,,
2017,Placer,Non-Hispanic Asian,ALZ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,ALZ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,ALZ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,ALZ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,ALZ,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,ALZ,256,,
2017,Placer,Hispanic,CAN,42,,
2017,Placer,Non-Hispanic Asian,CAN,23,,
2017,Placer,Non-Hispanic Black/African-American,CAN,17,,
2017,Placer,Non-Hispanic Multi-Race,CAN,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,CAN,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,CAN,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,CAN,725,,
2017,Placer,Hispanic,CLD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,CLD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,CLD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,CLD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,CLD,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,0,,
2017,Placer,Non-Hispanic White,CLD,225,,
2017,Placer,Hispanic,DIA,11,,
2017,Placer,Non-Hispanic Asian,DIA,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,DIA,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,DIA,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,DIA,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,DIA,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,0,,
2017,Placer,Non-Hispanic White,DIA,80,,
2017,Placer,Hispanic,HOM,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,HOM,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,HOM,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,HOM,0,,
2017,Placer,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2017,Placer,Non-Hispanic Other/Unknown,HOM,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2017,Placer,Non-Hispanic White,HOM,,1,Cell suppressed for small numbers
2017,Placer,Hispanic,HTD,40,,
2017,Placer,Non-Hispanic Asian,HTD,42,,
2017,Placer,Non-Hispanic Black/African-American,HTD,16,,
2017,Placer,Non-Hispanic Multi-Race,HTD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,HTD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,HTD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,HTD,719,,
2017,Placer,Hispanic,HYP,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,HYP,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,HYP,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,HYP,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2017,Placer,Non-Hispanic Other/Unknown,HYP,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,0,,
2017,Placer,Non-Hispanic White,HYP,53,,
2017,Placer,Hispanic,INJ,18,,
2017,Placer,Non-Hispanic Asian,INJ,13,,
2017,Placer,Non-Hispanic Black/African-American,INJ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,INJ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,INJ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,INJ,154,,
2017,Placer,Hispanic,LIV,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,LIV,0,,
2017,Placer,Non-Hispanic Black/African-American,LIV,0,,
2017,Placer,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,LIV,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,LIV,63,,
2017,Placer,Hispanic,NEP,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,NEP,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,NEP,0,,
2017,Placer,Non-Hispanic Multi-Race,NEP,0,,
2017,Placer,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2017,Placer,Non-Hispanic Other/Unknown,NEP,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2017,Placer,Non-Hispanic White,NEP,32,,
2017,Placer,Hispanic,OTH,54,,
2017,Placer,Non-Hispanic Asian,OTH,29,,
2017,Placer,Non-Hispanic Black/African-American,OTH,17,,
2017,Placer,Non-Hispanic Multi-Race,OTH,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,OTH,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,OTH,762,,
2017,Placer,Hispanic,PNF,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,PNF,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,PNF,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,PNF,0,,
2017,Placer,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2017,Placer,Non-Hispanic Other/Unknown,PNF,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2017,Placer,Non-Hispanic White,PNF,97,,
2017,Placer,Hispanic,STK,15,,
2017,Placer,Non-Hispanic Asian,STK,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,STK,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,STK,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Other/Unknown,STK,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,STK,184,,
2017,Placer,Hispanic,SUI,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Asian,SUI,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Black/African-American,SUI,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic Multi-Race,SUI,0,,
2017,Placer,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2017,Placer,Non-Hispanic Other/Unknown,SUI,0,,
2017,Placer,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,,1,Cell suppressed for small numbers
2017,Placer,Non-Hispanic White,SUI,47,,
2017,Plumas,Hispanic,ALZ,0,,
2017,Plumas,Non-Hispanic Asian,ALZ,0,,
2017,Plumas,Non-Hispanic Black/African-American,ALZ,0,,
2017,Plumas,Non-Hispanic Multi-Race,ALZ,0,,
2017,Plumas,Non-Hispanic Native American/Alaskan Native,ALZ,0,,
2017,Plumas,Non-Hispanic Other/Unknown,ALZ,0,,
2017,Plumas,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,0,,
2017,Plumas,Non-Hispanic White,ALZ,,1,Cell suppressed for small numbers
2017,Plumas,Hispanic,CAN,,1,Cell suppressed for small numbers
2017,Plumas,Non-Hispanic Asian,CAN,0,,
2017,Plumas,Non-Hispanic Black/African-American,CAN,0,,
2017,Plumas,Non-Hispanic Multi-Race,CAN,0,,
2017,Plumas,Non-Hispanic Native American/Alaskan Native,CAN,0,,
2017,Plumas,Non-Hispanic Other/Unknown,CAN,0,,
2017,Plumas,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,0,,
2017,Plumas,Non-Hispanic White,CAN,41,,
2017,Plumas,Hispanic,CLD,0,,
2017,Plumas,Non-Hispanic Asian,CLD,0,,
2017,Plumas,Non-Hispanic Black/African-American,CLD,0,,
2017,Plumas,Non-Hispanic Multi-Race,CLD,0,,
2017,Plumas,Non-Hispanic Native American/Alaskan Native,CLD,0,,
2017,Plumas,Non-Hispanic Other/Unknown,CLD,0,,
2017,Plumas,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,0,,
2017,Plumas,Non-Hispanic White,CLD,12,,
2017,Plumas,Hispanic,DIA,0,,
2017,Plumas,Non-Hispanic Asian,DIA,0,,
2017,Plumas,Non-Hispanic Black/African-American,DIA,0,,
2017,Plumas,Non-Hispanic Multi-Race,DIA,0,,
2017,Plumas,Non-Hispanic Native American/Alaskan Native,DIA,0,,
2017,Plumas,Non-Hispanic Other/Unknown,DIA,0,,
2017,Plumas,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,0,,
