year,County,Race_Ethnicity,leadingcause,Count,Annotation_Code,Annotation_Desc
2018,Sacramento,Non-Hispanic Other/Unknown,HTD,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,19,,
2018,Sacramento,Non-Hispanic White,HTD,1798,,
2018,Sacramento,Hispanic,HYP,30,,
2018,Sacramento,Non-Hispanic Asian,HYP,41,,
2018,Sacramento,Non-Hispanic Black/African-American,HYP,40,,
2018,Sacramento,Non-Hispanic Multi-Race,HYP,0,,
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,HYP,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Other/Unknown,HYP,0,,
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic White,HYP,176,,
2018,Sacramento,Hispanic,INJ,116,,
2018,Sacramento,Non-Hispanic Asian,INJ,65,,
2018,Sacramento,Non-Hispanic Black/African-American,INJ,80,,
2018,Sacramento,Non-Hispanic Multi-Race,INJ,22,,
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Other/Unknown,INJ,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic White,INJ,407,,
2018,Sacramento,Hispanic,LIV,52,,
2018,Sacramento,Non-Hispanic Asian,LIV,11,,
2018,Sacramento,Non-Hispanic Black/African-American,LIV,11,,
2018,Sacramento,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Other/Unknown,LIV,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic White,LIV,133,,
2018,Sacramento,Hispanic,NEP,14,,
2018,Sacramento,Non-Hispanic Asian,NEP,11,,
2018,Sacramento,Non-Hispanic Black/African-American,NEP,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Multi-Race,NEP,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2018,Sacramento,Non-Hispanic Other/Unknown,NEP,0,,
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2018,Sacramento,Non-Hispanic White,NEP,26,,
2018,Sacramento,Hispanic,OTH,285,,
2018,Sacramento,Non-Hispanic Asian,OTH,220,,
2018,Sacramento,Non-Hispanic Black/African-American,OTH,265,,
2018,Sacramento,Non-Hispanic Multi-Race,OTH,42,,
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,OTH,22,,
2018,Sacramento,Non-Hispanic Other/Unknown,OTH,14,,
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,14,,
2018,Sacramento,Non-Hispanic White,OTH,1572,,
2018,Sacramento,Hispanic,PNF,28,,
2018,Sacramento,Non-Hispanic Asian,PNF,43,,
2018,Sacramento,Non-Hispanic Black/African-American,PNF,28,,
2018,Sacramento,Non-Hispanic Multi-Race,PNF,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,PNF,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Other/Unknown,PNF,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic White,PNF,173,,
2018,Sacramento,Hispanic,STK,90,,
2018,Sacramento,Non-Hispanic Asian,STK,119,,
2018,Sacramento,Non-Hispanic Black/African-American,STK,84,,
2018,Sacramento,Non-Hispanic Multi-Race,STK,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Other/Unknown,STK,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic White,STK,554,,
2018,Sacramento,Hispanic,SUI,26,,
2018,Sacramento,Non-Hispanic Asian,SUI,21,,
2018,Sacramento,Non-Hispanic Black/African-American,SUI,11,,
2018,Sacramento,Non-Hispanic Multi-Race,SUI,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Native American/Alaskan Native,SUI,,1,Cell suppressed for small numbers
2018,Sacramento,Non-Hispanic Other/Unknown,SUI,0,,
2018,Sacramento,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2018,Sacramento,Non-Hispanic White,SUI,137,,
2018,San Benito,Hispanic,ALZ,0,,
2018,San Benito,Non-Hispanic Asian,ALZ,0,,
2018,San Benito,Non-Hispanic Black/African-American,ALZ,0,,
2018,San Benito,Non-Hispanic Multi-Race,ALZ,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,ALZ,0,,
2018,San Benito,Non-Hispanic Other/Unknown,ALZ,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,0,,
2018,San Benito,Non-Hispanic White,ALZ,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,CAN,16,,
2018,San Benito,Non-Hispanic Asian,CAN,0,,
2018,San Benito,Non-Hispanic Black/African-American,CAN,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Multi-Race,CAN,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Native American/Alaskan Native,CAN,0,,
2018,San Benito,Non-Hispanic Other/Unknown,CAN,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,0,,
2018,San Benito,Non-Hispanic White,CAN,39,,
2018,San Benito,Hispanic,CLD,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,CLD,0,,
2018,San Benito,Non-Hispanic Black/African-American,CLD,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Multi-Race,CLD,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,CLD,0,,
2018,San Benito,Non-Hispanic Other/Unknown,CLD,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,0,,
2018,San Benito,Non-Hispanic White,CLD,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,DIA,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,DIA,0,,
2018,San Benito,Non-Hispanic Black/African-American,DIA,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Multi-Race,DIA,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,DIA,0,,
2018,San Benito,Non-Hispanic Other/Unknown,DIA,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,0,,
2018,San Benito,Non-Hispanic White,DIA,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,HOM,0,,
2018,San Benito,Non-Hispanic Asian,HOM,0,,
2018,San Benito,Non-Hispanic Black/African-American,HOM,0,,
2018,San Benito,Non-Hispanic Multi-Race,HOM,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2018,San Benito,Non-Hispanic Other/Unknown,HOM,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2018,San Benito,Non-Hispanic White,HOM,0,,
2018,San Benito,Hispanic,HTD,27,,
2018,San Benito,Non-Hispanic Asian,HTD,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Black/African-American,HTD,0,,
2018,San Benito,Non-Hispanic Multi-Race,HTD,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Native American/Alaskan Native,HTD,0,,
2018,San Benito,Non-Hispanic Other/Unknown,HTD,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,0,,
2018,San Benito,Non-Hispanic White,HTD,27,,
2018,San Benito,Hispanic,HYP,0,,
2018,San Benito,Non-Hispanic Asian,HYP,0,,
2018,San Benito,Non-Hispanic Black/African-American,HYP,0,,
2018,San Benito,Non-Hispanic Multi-Race,HYP,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,HYP,0,,
2018,San Benito,Non-Hispanic Other/Unknown,HYP,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,0,,
2018,San Benito,Non-Hispanic White,HYP,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,INJ,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,INJ,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Black/African-American,INJ,0,,
2018,San Benito,Non-Hispanic Multi-Race,INJ,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Other/Unknown,INJ,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,0,,
2018,San Benito,Non-Hispanic White,INJ,12,,
2018,San Benito,Hispanic,LIV,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,LIV,0,,
2018,San Benito,Non-Hispanic Black/African-American,LIV,0,,
2018,San Benito,Non-Hispanic Multi-Race,LIV,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,LIV,0,,
2018,San Benito,Non-Hispanic Other/Unknown,LIV,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,0,,
2018,San Benito,Non-Hispanic White,LIV,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,NEP,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,NEP,0,,
2018,San Benito,Non-Hispanic Black/African-American,NEP,0,,
2018,San Benito,Non-Hispanic Multi-Race,NEP,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2018,San Benito,Non-Hispanic Other/Unknown,NEP,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2018,San Benito,Non-Hispanic White,NEP,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,OTH,13,,
2018,San Benito,Non-Hispanic Asian,OTH,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Black/African-American,OTH,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Multi-Race,OTH,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,OTH,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Other/Unknown,OTH,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,0,,
2018,San Benito,Non-Hispanic White,OTH,31,,
2018,San Benito,Hispanic,PNF,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,PNF,0,,
2018,San Benito,Non-Hispanic Black/African-American,PNF,0,,
2018,San Benito,Non-Hispanic Multi-Race,PNF,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2018,San Benito,Non-Hispanic Other/Unknown,PNF,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,0,,
2018,San Benito,Non-Hispanic White,PNF,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,STK,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,STK,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Black/African-American,STK,0,,
2018,San Benito,Non-Hispanic Multi-Race,STK,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,STK,0,,
2018,San Benito,Non-Hispanic Other/Unknown,STK,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,STK,0,,
2018,San Benito,Non-Hispanic White,STK,,1,Cell suppressed for small numbers
2018,San Benito,Hispanic,SUI,,1,Cell suppressed for small numbers
2018,San Benito,Non-Hispanic Asian,SUI,0,,
2018,San Benito,Non-Hispanic Black/African-American,SUI,0,,
2018,San Benito,Non-Hispanic Multi-Race,SUI,0,,
2018,San Benito,Non-Hispanic Native American/Alaskan Native,SUI,0,,
2018,San Benito,Non-Hispanic Other/Unknown,SUI,0,,
2018,San Benito,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2018,San Benito,Non-Hispanic White,SUI,,1,Cell suppressed for small numbers
2018,San Bernardino,Hispanic,ALZ,178,,
2018,San Bernardino,Non-Hispanic Asian,ALZ,35,,
2018,San Bernardino,Non-Hispanic Black/African-American,ALZ,63,,
2018,San Bernardino,Non-Hispanic Multi-Race,ALZ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,ALZ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,ALZ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,ALZ,430,,
2018,San Bernardino,Hispanic,CAN,882,,
2018,San Bernardino,Non-Hispanic Asian,CAN,169,,
2018,San Bernardino,Non-Hispanic Black/African-American,CAN,302,,
2018,San Bernardino,Non-Hispanic Multi-Race,CAN,38,,
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,CAN,13,,
2018,San Bernardino,Non-Hispanic Other/Unknown,CAN,21,,
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,11,,
2018,San Bernardino,Non-Hispanic White,CAN,1637,,
2018,San Bernardino,Hispanic,CLD,113,,
2018,San Bernardino,Non-Hispanic Asian,CLD,22,,
2018,San Bernardino,Non-Hispanic Black/African-American,CLD,79,,
2018,San Bernardino,Non-Hispanic Multi-Race,CLD,14,,
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,CLD,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,CLD,692,,
2018,San Bernardino,Hispanic,DIA,271,,
2018,San Bernardino,Non-Hispanic Asian,DIA,26,,
2018,San Bernardino,Non-Hispanic Black/African-American,DIA,104,,
2018,San Bernardino,Non-Hispanic Multi-Race,DIA,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,DIA,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,DIA,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,DIA,290,,
2018,San Bernardino,Hispanic,HOM,56,,
2018,San Bernardino,Non-Hispanic Asian,HOM,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Black/African-American,HOM,34,,
2018,San Bernardino,Non-Hispanic Multi-Race,HOM,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,HOM,0,,
2018,San Bernardino,Non-Hispanic Other/Unknown,HOM,0,,
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2018,San Bernardino,Non-Hispanic White,HOM,27,,
2018,San Bernardino,Hispanic,HTD,864,,
2018,San Bernardino,Non-Hispanic Asian,HTD,145,,
2018,San Bernardino,Non-Hispanic Black/African-American,HTD,381,,
2018,San Bernardino,Non-Hispanic Multi-Race,HTD,33,,
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,HTD,13,,
2018,San Bernardino,Non-Hispanic Other/Unknown,HTD,12,,
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,HTD,2136,,
2018,San Bernardino,Hispanic,HYP,67,,
2018,San Bernardino,Non-Hispanic Asian,HYP,21,,
2018,San Bernardino,Non-Hispanic Black/African-American,HYP,32,,
2018,San Bernardino,Non-Hispanic Multi-Race,HYP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,HYP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,HYP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,HYP,118,,
2018,San Bernardino,Hispanic,INJ,325,,
2018,San Bernardino,Non-Hispanic Asian,INJ,31,,
2018,San Bernardino,Non-Hispanic Black/African-American,INJ,101,,
2018,San Bernardino,Non-Hispanic Multi-Race,INJ,21,,
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,INJ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,INJ,411,,
2018,San Bernardino,Hispanic,LIV,164,,
2018,San Bernardino,Non-Hispanic Asian,LIV,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Black/African-American,LIV,16,,
2018,San Bernardino,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,LIV,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,LIV,132,,
2018,San Bernardino,Hispanic,NEP,99,,
2018,San Bernardino,Non-Hispanic Asian,NEP,19,,
2018,San Bernardino,Non-Hispanic Black/African-American,NEP,32,,
2018,San Bernardino,Non-Hispanic Multi-Race,NEP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2018,San Bernardino,Non-Hispanic Other/Unknown,NEP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,NEP,100,,
2018,San Bernardino,Hispanic,OTH,883,,
2018,San Bernardino,Non-Hispanic Asian,OTH,113,,
2018,San Bernardino,Non-Hispanic Black/African-American,OTH,292,,
2018,San Bernardino,Non-Hispanic Multi-Race,OTH,35,,
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,OTH,15,,
2018,San Bernardino,Non-Hispanic Other/Unknown,OTH,14,,
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,OTH,1395,,
2018,San Bernardino,Hispanic,PNF,95,,
2018,San Bernardino,Non-Hispanic Asian,PNF,16,,
2018,San Bernardino,Non-Hispanic Black/African-American,PNF,30,,
2018,San Bernardino,Non-Hispanic Multi-Race,PNF,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,PNF,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,PNF,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,PNF,155,,
2018,San Bernardino,Hispanic,STK,231,,
2018,San Bernardino,Non-Hispanic Asian,STK,52,,
2018,San Bernardino,Non-Hispanic Black/African-American,STK,100,,
2018,San Bernardino,Non-Hispanic Multi-Race,STK,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,STK,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic White,STK,354,,
2018,San Bernardino,Hispanic,SUI,69,,
2018,San Bernardino,Non-Hispanic Asian,SUI,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Black/African-American,SUI,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Multi-Race,SUI,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Native American/Alaskan Native,SUI,,1,Cell suppressed for small numbers
2018,San Bernardino,Non-Hispanic Other/Unknown,SUI,0,,
2018,San Bernardino,Non-Hispanic Pacific Islander/Native Hawaiian,SUI,0,,
2018,San Bernardino,Non-Hispanic White,SUI,146,,
2018,San Diego,Hispanic,ALZ,218,,
2018,San Diego,Non-Hispanic Asian,ALZ,103,,
2018,San Diego,Non-Hispanic Black/African-American,ALZ,35,,
2018,San Diego,Non-Hispanic Multi-Race,ALZ,13,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,ALZ,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,ALZ,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,ALZ,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,ALZ,1108,,
2018,San Diego,Hispanic,CAN,974,,
2018,San Diego,Non-Hispanic Asian,CAN,454,,
2018,San Diego,Non-Hispanic Black/African-American,CAN,254,,
2018,San Diego,Non-Hispanic Multi-Race,CAN,47,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,CAN,19,,
2018,San Diego,Non-Hispanic Other/Unknown,CAN,28,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,CAN,23,,
2018,San Diego,Non-Hispanic White,CAN,3450,,
2018,San Diego,Hispanic,CLD,86,,
2018,San Diego,Non-Hispanic Asian,CLD,52,,
2018,San Diego,Non-Hispanic Black/African-American,CLD,38,,
2018,San Diego,Non-Hispanic Multi-Race,CLD,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Native American/Alaskan Native,CLD,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,CLD,15,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,CLD,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,CLD,824,,
2018,San Diego,Hispanic,DIA,238,,
2018,San Diego,Non-Hispanic Asian,DIA,85,,
2018,San Diego,Non-Hispanic Black/African-American,DIA,66,,
2018,San Diego,Non-Hispanic Multi-Race,DIA,11,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,DIA,11,,
2018,San Diego,Non-Hispanic Other/Unknown,DIA,12,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,DIA,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,DIA,372,,
2018,San Diego,Hispanic,HOM,36,,
2018,San Diego,Non-Hispanic Asian,HOM,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Black/African-American,HOM,17,,
2018,San Diego,Non-Hispanic Multi-Race,HOM,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Native American/Alaskan Native,HOM,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,HOM,0,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,HOM,0,,
2018,San Diego,Non-Hispanic White,HOM,29,,
2018,San Diego,Hispanic,HTD,753,,
2018,San Diego,Non-Hispanic Asian,HTD,362,,
2018,San Diego,Non-Hispanic Black/African-American,HTD,257,,
2018,San Diego,Non-Hispanic Multi-Race,HTD,40,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,HTD,21,,
2018,San Diego,Non-Hispanic Other/Unknown,HTD,41,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,HTD,40,,
2018,San Diego,Non-Hispanic White,HTD,3384,,
2018,San Diego,Hispanic,HYP,90,,
2018,San Diego,Non-Hispanic Asian,HYP,38,,
2018,San Diego,Non-Hispanic Black/African-American,HYP,34,,
2018,San Diego,Non-Hispanic Multi-Race,HYP,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Native American/Alaskan Native,HYP,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,HYP,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,HYP,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,HYP,303,,
2018,San Diego,Hispanic,INJ,306,,
2018,San Diego,Non-Hispanic Asian,INJ,77,,
2018,San Diego,Non-Hispanic Black/African-American,INJ,83,,
2018,San Diego,Non-Hispanic Multi-Race,INJ,23,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,INJ,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,INJ,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,INJ,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,INJ,839,,
2018,San Diego,Hispanic,LIV,101,,
2018,San Diego,Non-Hispanic Asian,LIV,13,,
2018,San Diego,Non-Hispanic Black/African-American,LIV,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Multi-Race,LIV,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Native American/Alaskan Native,LIV,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,LIV,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,LIV,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,LIV,207,,
2018,San Diego,Hispanic,NEP,22,,
2018,San Diego,Non-Hispanic Asian,NEP,13,,
2018,San Diego,Non-Hispanic Black/African-American,NEP,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Multi-Race,NEP,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Native American/Alaskan Native,NEP,0,,
2018,San Diego,Non-Hispanic Other/Unknown,NEP,0,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,NEP,0,,
2018,San Diego,Non-Hispanic White,NEP,53,,
2018,San Diego,Hispanic,OTH,901,,
2018,San Diego,Non-Hispanic Asian,OTH,267,,
2018,San Diego,Non-Hispanic Black/African-American,OTH,198,,
2018,San Diego,Non-Hispanic Multi-Race,OTH,53,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,OTH,17,,
2018,San Diego,Non-Hispanic Other/Unknown,OTH,50,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,OTH,16,,
2018,San Diego,Non-Hispanic White,OTH,2895,,
2018,San Diego,Hispanic,PNF,73,,
2018,San Diego,Non-Hispanic Asian,PNF,37,,
2018,San Diego,Non-Hispanic Black/African-American,PNF,21,,
2018,San Diego,Non-Hispanic Multi-Race,PNF,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Native American/Alaskan Native,PNF,0,,
2018,San Diego,Non-Hispanic Other/Unknown,PNF,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,PNF,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,PNF,321,,
2018,San Diego,Hispanic,STK,301,,
2018,San Diego,Non-Hispanic Asian,STK,126,,
2018,San Diego,Non-Hispanic Black/African-American,STK,83,,
2018,San Diego,Non-Hispanic Multi-Race,STK,15,,
2018,San Diego,Non-Hispanic Native American/Alaskan Native,STK,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic Other/Unknown,STK,13,,
2018,San Diego,Non-Hispanic Pacific Islander/Native Hawaiian,STK,,1,Cell suppressed for small numbers
2018,San Diego,Non-Hispanic White,STK,976,,
